chain,contract,label,token,date,quantity
Base,0x87f18b377e625b62c708d5f6ea96ec193558efd0,veAERO,AERO,2026-02-15,42998885.2122625
Base,0x87f18b377e625b62c708d5f6ea96ec193558efd0,veAERO,AERO,2026-02-16,43084093.72327747
Base,0x87f18b377e625b62c708d5f6ea96ec193558efd0,veAERO,AERO,2026-02-17,43085567.12670242
Base,0x87f18b377e625b62c708d5f6ea96ec193558efd0,veAERO,AERO,2026-02-18,43591260.75853094
Base,0x87f18b377e625b62c708d5f6ea96ec193558efd0,veAERO,AERO,2026-02-19,45605333.509528734
Base,0x87f18b377e625b62c708d5f6ea96ec193558efd0,veAERO,AERO,2026-02-20,45664206.93837056
Base,0x87f18b377e625b62c708d5f6ea96ec193558efd0,veAERO,AERO,2026-02-21,45737162.53283616
Base,0x87f18b377e625b62c708d5f6ea96ec193558efd0,veAERO,AERO,2026-02-22,46153714.61391849
Base,0x87f18b377e625b62c708d5f6ea96ec193558efd0,veAERO,AERO,2026-02-23,46149834.078721166
Base,0x87f18b377e625b62c708d5f6ea96ec193558efd0,veAERO,AERO,2026-02-24,46915640.96764068
Base,0x87f18b377e625b62c708d5f6ea96ec193558efd0,veAERO,AERO,2026-02-25,47000152.50379513
Base,0x87f18b377e625b62c708d5f6ea96ec193558efd0,veAERO,AERO,2026-02-26,47014122.62282098
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-10-15,9971879.807273
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-10-16,9243238.838165
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-10-17,9647127.920256
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-10-18,9329773.672963
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-10-19,9717115.586024
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-10-20,9498727.236293
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-10-21,9524864.217665
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-10-22,9445138.052333
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-10-23,10590445.69798
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-10-24,10654472.215782
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-10-25,10726042.542601
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-10-26,11032222.1666
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-10-27,10632426.79339
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-10-28,10387905.886242
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-10-29,11396870.640329
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-10-30,11574445.030528
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-10-31,11924926.005661
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-01,12286623.948283
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-02,11350759.022953
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-03,11689884.612606
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-04,11404274.875687
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-05,9753814.955719
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-06,9840790.730553
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-07,9561312.097411
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-08,9747099.655473
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-09,9354183.214444
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-10,9666431.379381
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-11,9514612.508786
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-12,9169384.735298
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-13,8508589.245833
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-14,9649897.186711
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-15,10238509.050846
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-16,10323855.018298
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-17,10260312.982628
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-18,9559874.938772
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-19,9977786.465251
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-20,10035599.124659
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-21,8964645.875351
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-22,9003610.416134
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-23,9118138.147442
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-24,9249034.035
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-25,9357062.551889
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-26,9872824.146972
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-27,9585396.334413
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-28,9225475.020263
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-29,9206196.800798
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-11-30,8305922.079404
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-01,8549341.829115
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-02,9696109.006887
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-03,9087981.273011
