contract,pool,token,address,type,chain,checkpoint,date,quantity
0x5438e884c621d5db08fa605b53ca04c5b33a623a,USDC/WETH CL100,USDC,0x078d782b760474a361dda0af3839290b0ef57ad6,pool,Unichain,snapshot,2026-03-30,9862.160968
0x5438e884c621d5db08fa605b53ca04c5b33a623a,USDC/WETH CL100,WETH,0x4200000000000000000000000000000000000006,pool,Unichain,snapshot,2026-03-30,144.3982227468166
0x5438e884c621d5db08fa605b53ca04c5b33a623a,USDC/WETH CL100,USDC,0x078d782b760474a361dda0af3839290b0ef57ad6,pool,Unichain,end,2026-08-31,10123.833612
0x5438e884c621d5db08fa605b53ca04c5b33a623a,USDC/WETH CL100,WETH,0x4200000000000000000000000000000000000006,pool,Unichain,end,2026-08-31,140.7471713674684
0x4dd903018d8e474c38c2daafdb6bdf0f62a40e75,WBTC/USDT0 CL100,WBTC,0x0555e30da8f98308edb960aa94c0db47230d2b9c,pool,Unichain,start,2026-02-10,0.00824324
0x4dd903018d8e474c38c2daafdb6bdf0f62a40e75,WBTC/USDT0 CL100,USDT0,0x9151434b16b9763660705744891fa906f660ecc5,pool,Unichain,start,2026-02-10,132.443217
0x4dd903018d8e474c38c2daafdb6bdf0f62a40e75,WBTC/USDT0 CL100,WBTC,0x0555e30da8f98308edb960aa94c0db47230d2b9c,pool,Unichain,snapshot,2026-03-30,0.02177167
0x4dd903018d8e474c38c2daafdb6bdf0f62a40e75,WBTC/USDT0 CL100,USDT0,0x9151434b16b9763660705744891fa906f660ecc5,pool,Unichain,snapshot,2026-03-30,836.618158
0x4dd903018d8e474c38c2daafdb6bdf0f62a40e75,WBTC/USDT0 CL100,WBTC,0x0555e30da8f98308edb960aa94c0db47230d2b9c,pool,Unichain,end,2026-08-31,0.01102419
0x4dd903018d8e474c38c2daafdb6bdf0f62a40e75,WBTC/USDT0 CL100,USDT0,0x9151434b16b9763660705744891fa906f660ecc5,pool,Unichain,end,2026-08-31,3699.188011
0x0162ccc58edeca41f4c640f164eec2d4f0effab2,WBTC/USDC CL100,WBTC,0x0555e30da8f98308edb960aa94c0db47230d2b9c,pool,Unichain,start,2026-02-10,0.10594462
0x0162ccc58edeca41f4c640f164eec2d4f0effab2,WBTC/USDC CL100,USDC,0x078d782b760474a361dda0af3839290b0ef57ad6,pool,Unichain,start,2026-02-10,91.773536
0x0162ccc58edeca41f4c640f164eec2d4f0effab2,WBTC/USDC CL100,WBTC,0x0555e30da8f98308edb960aa94c0db47230d2b9c,pool,Unichain,snapshot,2026-03-30,0.09647513
0x0162ccc58edeca41f4c640f164eec2d4f0effab2,WBTC/USDC CL100,USDC,0x078d782b760474a361dda0af3839290b0ef57ad6,pool,Unichain,snapshot,2026-03-30,89.460016
0x0162ccc58edeca41f4c640f164eec2d4f0effab2,WBTC/USDC CL100,WBTC,0x0555e30da8f98308edb960aa94c0db47230d2b9c,pool,Unichain,end,2026-08-31,0.05073994
0x0162ccc58edeca41f4c640f164eec2d4f0effab2,WBTC/USDC CL100,USDC,0x078d782b760474a361dda0af3839290b0ef57ad6,pool,Unichain,end,2026-08-31,103.138932
0xac7fc3e9b9d3377a90650fe62b858ff56bd841c9,USDT0/WETH CL100,USDT0,0x0200c29006150606b650577bbe7b6248f58470c1,pool,Ink,start,2026-02-10,235638.528695
0xac7fc3e9b9d3377a90650fe62b858ff56bd841c9,USDT0/WETH CL100,WETH,0x4200000000000000000000000000000000000006,pool,Ink,start,2026-02-10,182.7988776015083
0xac7fc3e9b9d3377a90650fe62b858ff56bd841c9,USDT0/WETH CL100,USDT0,0x0200c29006150606b650577bbe7b6248f58470c1,pool,Ink,snapshot,2026-03-30,611432.593306
0xac7fc3e9b9d3377a90650fe62b858ff56bd841c9,USDT0/WETH CL100,WETH,0x4200000000000000000000000000000000000006,pool,Ink,snapshot,2026-03-30,384.917882511975
0xac7fc3e9b9d3377a90650fe62b858ff56bd841c9,USDT0/WETH CL100,USDT0,0x0200c29006150606b650577bbe7b6248f58470c1,pool,Ink,end,2026-08-31,899673.39979
0xac7fc3e9b9d3377a90650fe62b858ff56bd841c9,USDT0/WETH CL100,WETH,0x4200000000000000000000000000000000000006,pool,Ink,end,2026-08-31,241.5095748576277
0xa304a3ed0df1f8d797b281c4f12bc3eefa49adaf,WETH/USDG CL100,WETH,0x4200000000000000000000000000000000000006,pool,Ink,start,2026-02-10,13.126304126866945
0xa304a3ed0df1f8d797b281c4f12bc3eefa49adaf,WETH/USDG CL100,USDG,0xe343167631d89b6ffc58b88d6b7fb0228795491d,pool,Ink,start,2026-02-10,13154.578543
0xa304a3ed0df1f8d797b281c4f12bc3eefa49adaf,WETH/USDG CL100,WETH,0x4200000000000000000000000000000000000006,pool,Ink,snapshot,2026-03-30,8.38685097266339
0xa304a3ed0df1f8d797b281c4f12bc3eefa49adaf,WETH/USDG CL100,USDG,0xe343167631d89b6ffc58b88d6b7fb0228795491d,pool,Ink,snapshot,2026-03-30,6113.843029
0xa304a3ed0df1f8d797b281c4f12bc3eefa49adaf,WETH/USDG CL100,WETH,0x4200000000000000000000000000000000000006,pool,Ink,end,2026-08-31,1.3824115151980474
0xa304a3ed0df1f8d797b281c4f12bc3eefa49adaf,WETH/USDG CL100,USDG,0xe343167631d89b6ffc58b88d6b7fb0228795491d,pool,Ink,end,2026-08-31,5759.342971
0xdcf119db83668e8724474dc05f6507cc7430120f,USDT0/kBTC CL100,USDT0,0x0200c29006150606b650577bbe7b6248f58470c1,pool,Ink,start,2026-02-10,57863.6625
0xdcf119db83668e8724474dc05f6507cc7430120f,USDT0/kBTC CL100,KBTC,0x73e0c0d45e048d25fc26fa3159b0aa04bfa4db98,pool,Ink,start,2026-02-10,4.4839668
0xdcf119db83668e8724474dc05f6507cc7430120f,USDT0/kBTC CL100,USDT0,0x0200c29006150606b650577bbe7b6248f58470c1,pool,Ink,snapshot,2026-03-30,776524.168999
0xdcf119db83668e8724474dc05f6507cc7430120f,USDT0/kBTC CL100,KBTC,0x73e0c0d45e048d25fc26fa3159b0aa04bfa4db98,pool,Ink,snapshot,2026-03-30,13.91938811
0xdcf119db83668e8724474dc05f6507cc7430120f,USDT0/kBTC CL100,USDT0,0x0200c29006150606b650577bbe7b6248f58470c1,pool,Ink,end,2026-08-31,635818.089267
0xdcf119db83668e8724474dc05f6507cc7430120f,USDT0/kBTC CL100,KBTC,0x73e0c0d45e048d25fc26fa3159b0aa04bfa4db98,pool,Ink,end,2026-08-31,9.51009285
0xedafd349bdac6baaefc13d06b3aa2db779534656,WETH/kBTC CL100,WETH,0x4200000000000000000000000000000000000006,pool,Ink,start,2026-02-10,125.39302764817256
0xedafd349bdac6baaefc13d06b3aa2db779534656,WETH/kBTC CL100,KBTC,0x73e0c0d45e048d25fc26fa3159b0aa04bfa4db98,pool,Ink,start,2026-02-10,2.27183853
0xedafd349bdac6baaefc13d06b3aa2db779534656,WETH/kBTC CL100,WETH,0x4200000000000000000000000000000000000006,pool,Ink,snapshot,2026-03-30,81.0065275733966
0xedafd349bdac6baaefc13d06b3aa2db779534656,WETH/kBTC CL100,KBTC,0x73e0c0d45e048d25fc26fa3159b0aa04bfa4db98,pool,Ink,snapshot,2026-03-30,2.52484059
0xedafd349bdac6baaefc13d06b3aa2db779534656,WETH/kBTC CL100,WETH,0x4200000000000000000000000000000000000006,pool,Ink,end,2026-08-31,66.06949506752336
0xedafd349bdac6baaefc13d06b3aa2db779534656,WETH/kBTC CL100,KBTC,0x73e0c0d45e048d25fc26fa3159b0aa04bfa4db98,pool,Ink,end,2026-08-31,1.5726126
0xf26eb69af01e5f5ef9bb2d6d94b154e1ead5790c,USDT0/USDC.e sAMM,USDT0,0x0200c29006150606b650577bbe7b6248f58470c1,pool,Ink,start,2026-02-10,504.671682
0xf26eb69af01e5f5ef9bb2d6d94b154e1ead5790c,USDT0/USDC.e sAMM,USDC.E,0xf1815bd50389c46847f0bda824ec8da914045d14,pool,Ink,start,2026-02-10,449.027763
0xf26eb69af01e5f5ef9bb2d6d94b154e1ead5790c,USDT0/USDC.e sAMM,USDT0,0x0200c29006150606b650577bbe7b6248f58470c1,pool,Ink,snapshot,2026-03-30,363.920532
0xf26eb69af01e5f5ef9bb2d6d94b154e1ead5790c,USDT0/USDC.e sAMM,USDC.E,0xf1815bd50389c46847f0bda824ec8da914045d14,pool,Ink,snapshot,2026-03-30,376.584353
0xf26eb69af01e5f5ef9bb2d6d94b154e1ead5790c,USDT0/USDC.e sAMM,USDT0,0x0200c29006150606b650577bbe7b6248f58470c1,pool,Ink,end,2026-08-31,293.77953
0xf26eb69af01e5f5ef9bb2d6d94b154e1ead5790c,USDT0/USDC.e sAMM,USDC.E,0xf1815bd50389c46847f0bda824ec8da914045d14,pool,Ink,end,2026-08-31,262.761048
0xad95f3af523d83f00679764dbefb07ddce15d1e1,kBTC/USDG CL100,KBTC,0x73e0c0d45e048d25fc26fa3159b0aa04bfa4db98,pool,Ink,start,2026-02-10,0.29988332
